# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-04-25 23:10:37.091
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
95.317157,-0.2829,-0.3540,0.6521,0.79
95.321001,-0.3424,-0.2843,0.5076,0.68
95.337356,-0.2960,-0.2202,0.6158,0.72
95.341786,-0.2801,-0.0620,0.4334,0.52
95.357211,-0.2734,0.0024,0.0346,0.28
95.376554,0.0641,0.1296,0.0489,0.15
95.376732,0.4621,0.3039,0.2649,0.61
95.396575,0.2133,0.6970,0.1154,0.74
95.396726,0.3672,0.9590,0.0651,1.03
95.415760,0.4244,1.0040,0.3341,1.14
95.416003,0.4925,1.1780,0.4748,1.36
95.421985,0.5353,1.3323,0.1484,1.44
95.435533,0.4654,1.2988,0.3459,1.42
95.442040,0.4198,1.2595,0.4738,1.41
95.454665,0.2806,1.1650,-0.0214,1.20
95.461253,0.2071,1.2466,-0.0103,1.26
95.474988,0.4745,1.4638,0.0204,1.54
95.494544,0.5543,1.5467,0.0243,1.64
95.494736,0.7716,1.1746,0.0454,1.41
95.514180,0.9729,0.3273,0.1720,1.04
95.514330,1.3256,-0.4251,0.3858,1.44
95.526048,1.3330,-0.9537,0.7877,1.82
95.534100,0.8857,-1.1020,0.8354,1.64
95.553605,0.6975,-0.7252,0.6591,1.20
95.560935,0.7495,-0.6632,0.7012,1.22
95.572826,1.2357,-0.8312,1.0487,1.82
95.592095,1.5157,-1.0264,0.8198,2.01
95.611790,1.5677,-0.4940,0.3327,1.68
95.631072,1.4915,-0.5952,0.1891,1.62
95.631187,-3.8179,-2.4668,31.6808,32.01
95.632356,10.9592,-7.8761,-8.7458,16.08
95.642308,1.9541,-6.4326,-1.8062,6.96
95.652887,0.1157,-1.8474,0.8356,2.03
95.672481,0.1824,-0.4621,-0.0269,0.50
95.689255,0.2404,0.6397,0.4758,0.83
95.691378,0.1949,-0.0051,0.4078,0.45
95.709022,0.4380,-0.4939,0.2213,0.70
95.712577,0.6897,-0.6604,0.0801,0.96
95.728912,0.8030,-0.7584,-0.1650,1.12
95.748655,0.7016,-0.2768,-0.3926,0.85
95.768055,0.6391,0.3395,-0.6370,0.96
95.772340,0.2091,0.3594,-0.5663,0.70
95.789826,-0.0118,0.4350,-0.5212,0.68
95.791090,-0.3362,0.5614,-0.2568,0.70
95.809163,-0.2210,0.5259,-0.2779,0.63
95.812239,-0.1644,0.1281,-0.1791,0.27
95.828932,-0.2058,-0.1344,-0.3124,0.40
95.848758,-0.1429,-0.3913,-0.2882,0.51
95.868071,-0.3393,-0.5348,-0.5495,0.84
95.871242,-0.3332,-0.1512,-0.4589,0.59
95.888807,-0.2039,-0.1666,-0.4605,0.53
95.892094,-0.0614,-0.1297,-0.5077,0.53
95.908138,-0.0601,-0.1627,-0.5919,0.62
95.911694,-0.1438,-0.2321,-0.6594,0.71
95.927559,-0.3195,-0.2675,-0.5241,0.67
95.946857,-0.4076,-0.3342,-0.5880,0.79
95.947065,-0.5718,-0.3020,-0.2419,0.69
95.966638,-0.5447,-0.2499,-0.1549,0.62
95.966829,-0.5032,-0.0746,-0.2074,0.55
95.971912,-0.2653,0.1114,0.0737,0.30
95.987774,-0.2215,0.2602,0.1263,0.36
95.991574,-0.1993,0.2909,0.0528,0.36
96.007168,-0.1867,0.1864,-0.0304,0.27
96.012260,0.0126,0.2129,-0.0639,0.22
96.026639,0.0743,0.1721,-0.1453,0.24
96.046210,0.1717,0.1882,-0.0343,0.26
96.046417,0.2528,0.3030,0.1486,0.42
96.065640,0.1046,0.5295,0.2246,0.58
96.065827,-0.0057,0.6303,0.1374,0.65
96.085219,0.1106,0.7509,0.0538,0.76
96.085408,0.1002,0.9125,-0.0237,0.92
96.092089,0.2093,0.9575,-0.1098,0.99
96.104902,0.3479,0.7739,-0.1309,0.86
96.112710,0.5629,0.4725,-0.2764,0.79
96.124438,0.8813,0.2289,-0.5017,1.04
96.144029,1.1369,0.1865,-0.9361,1.48
96.144222,0.7619,0.3879,-1.1527,1.44
96.163402,0.3286,0.5451,-1.0133,1.20
96.163592,-0.0734,0.4951,-0.9599,1.08
96.182980,-0.0969,0.2158,-0.9634,0.99
96.183143,-0.3295,-0.1943,-0.8367,0.92
96.202874,-0.5107,-0.5071,-0.7996,1.08
96.203045,-0.5354,-0.4519,-0.5820,0.91
96.212219,-0.4912,-0.3685,-0.4782,0.78
96.224482,-0.5299,-0.3839,-0.5170,0.83
96.244315,0.7999,0.3448,-0.4280,0.97
96.244510,0.9726,0.7398,-0.5109,1.32
96.264744,1.3120,0.8801,-0.3302,1.61
96.264854,1.1333,0.8155,-0.1996,1.41
96.284295,1.3096,0.6037,0.0214,1.44
96.284482,1.1315,0.4171,0.0398,1.21
96.292308,1.2309,0.2492,-0.1572,1.27
96.305954,1.4148,0.0421,-0.3809,1.47
96.311695,1.4201,0.0521,-0.4861,1.50
96.325561,1.1276,0.2535,-0.7217,1.36
96.332137,0.9894,0.5539,-0.6788,1.32
96.345092,0.6300,0.9501,-0.9322,1.47
96.364424,-0.0737,1.3539,-0.9194,1.64
96.364623,-0.2240,1.3366,-0.5482,1.46
96.384368,-0.1524,1.2144,-0.2438,1.25
96.384609,-0.1276,1.0732,0.0638,1.08
96.403765,0.0926,0.7413,0.2662,0.79
96.403989,0.6104,0.2970,0.4913,0.84
96.410870,1.2008,-0.0331,0.5162,1.31
96.423968,1.6219,-0.1254,0.4108,1.68
96.431710,1.9205,0.0506,0.4319,1.97
96.443447,1.9852,0.2191,0.3758,2.03
96.462991,2.0029,0.4134,0.6217,2.14
96.463135,1.8895,0.4050,0.8959,2.13
96.482531,1.5512,0.5158,0.8978,1.87
96.482745,1.1820,0.5687,0.7808,1.53
96.502312,0.8967,0.6472,0.4056,1.18
96.502538,0.4308,0.6984,-0.1436,0.83
96.511770,0.2576,0.8149,-0.3949,0.94
96.523800,0.1309,0.9287,-0.3797,1.01
96.531966,0.1131,0.8966,-0.3505,0.97
96.543396,0.1287,0.8105,-0.2027,0.85
96.562725,0.1142,0.6897,-0.2160,0.73
96.562841,0.1470,0.5728,-0.0272,0.59
96.582011,0.3188,0.4412,0.0646,0.55
96.582109,0.3402,0.4861,0.2826,0.66
96.601598,0.2231,0.5588,0.1310,0.62
96.620889,0.0583,0.7198,-0.2219,0.76
96.631027,0.3408,0.7111,-0.3978,0.88
96.642385,0.2614,0.6076,-0.2447,0.71
96.659450,0.0765,0.5199,-0.2127,0.57
96.661637,0.0881,0.4323,-0.5113,0.68
96.678835,0.2346,0.2922,-0.6775,0.77
96.680875,0.2436,0.3091,-0.6234,0.74
96.699027,0.5284,0.3336,-0.5267,0.82
96.718410,0.7081,0.3009,-0.1893,0.79
96.718519,0.5077,0.2181,-0.0779,0.56
96.737796,0.1148,0.0457,-0.1781,0.22
96.738121,-0.1237,-0.1104,-0.4513,0.48
96.740955,-0.3171,-0.1475,-0.5594,0.66
96.756931,-0.6059,-0.1589,-0.8747,1.08
96.761793,-0.8733,-0.0267,-0.6651,1.10
96.776711,-1.0471,-0.0934,-0.6934,1.26
96.782311,-1.1460,-0.2294,-0.6451,1.33
96.796299,-1.1179,-0.2930,-0.5576,1.28
96.815743,-1.2141,-0.3544,-0.6490,1.42
96.815919,-1.1132,-0.3929,-0.5984,1.32
96.835308,-0.9414,-0.4695,-0.7142,1.27
96.835493,-0.8736,-0.5777,-0.7604,1.29
96.855287,-0.5003,-0.6358,-0.6453,1.03
96.855399,-0.2983,-0.8551,-0.4014,0.99
96.861864,-0.4830,-1.0533,-0.2765,1.19
96.874543,-0.6238,-1.1403,-0.2474,1.32
96.881567,-0.5931,-1.1022,-0.1886,1.27
96.893883,-1.3864,-0.9583,-0.7932,1.86
96.913802,-1.3956,-0.8858,-0.7021,1.80
96.914020,-1.3460,-0.7105,-0.4848,1.60
96.933064,-0.9338,-0.4972,-0.1652,1.07
96.933241,-0.7054,-0.3381,0.2850,0.83
96.952806,-0.5092,-0.2817,0.4354,0.73
96.953049,-0.6212,-0.1972,0.1272,0.66
96.972525,-0.1853,-0.1457,0.1294,0.27
96.972688,0.0630,-0.0094,0.2234,0.23
96.982080,0.3862,0.1613,0.3950,0.58
96.992639,0.3740,0.5359,0.5461,0.85
97.011377,0.3944,0.6609,0.4774,0.91
97.012485,0.3447,0.6534,0.2434,0.78
97.030903,0.5144,0.5342,0.2469,0.78
97.032816,0.6371,0.3937,0.1090,0.76
97.050403,0.7268,0.2471,0.1656,0.79
97.051505,0.9331,0.0604,0.3547,1.00
97.069547,1.1199,-0.0180,0.5469,1.25
97.071144,0.9463,0.1900,0.7302,1.21
97.081976,0.7826,0.5180,0.7736,1.22
97.093508,0.5561,0.8451,0.3519,1.07
97.101541,0.4678,0.9263,0.2349,1.06
97.113610,0.4953,0.7701,0.0505,0.92
97.133065,0.7357,0.4437,0.0615,0.86
97.133197,0.9348,0.0381,0.1673,0.95
97.152849,1.0661,-0.3091,0.2371,1.14
97.152999,1.1001,-0.4855,0.4340,1.28
97.172575,1.1654,-0.4415,0.6243,1.39
97.172759,1.1286,-0.3759,0.6395,1.35
97.181784,1.0850,-0.5762,0.5120,1.33
97.192133,1.1392,-0.5358,0.5130,1.36
97.212642,1.2370,-0.5073,0.2188,1.35
97.231496,1.6485,-0.6195,0.2242,1.78
97.251070,1.3974,-0.6141,0.2906,1.55
97.252340,0.7256,-0.4166,0.0699,0.84
97.270712,0.0254,-0.1337,-0.3084,0.34
97.272731,-0.3082,0.1327,-0.4846,0.59
97.282040,-0.6053,0.4859,-0.8183,1.13
97.294472,-0.6350,0.6078,-0.5228,1.02
97.301743,-0.2569,0.3194,-0.3838,0.56
97.312250,-0.0755,0.2009,-0.2339,0.32
97.331640,0.0893,0.2755,-0.1997,0.35
97.332262,0.3884,0.0725,-0.0500,0.40
97.350895,0.6838,-0.3661,0.1660,0.79
97.370366,0.5952,-0.5683,-0.0311,0.82
97.389570,0.3424,-0.2821,-0.3109,0.54
97.402311,0.4200,-0.0904,-0.4257,0.60
97.411673,0.2802,-0.0863,-0.3697,0.47
97.429304,0.2632,0.0998,-0.4438,0.53
97.432480,0.2647,0.1395,-0.1723,0.35
97.448623,0.2519,-0.1004,-0.0314,0.27
97.451982,0.2923,-0.4709,0.1158,0.57
97.468097,0.4004,-0.7699,0.1693,0.88
97.487646,0.3745,-1.1637,0.2038,1.24
97.487804,0.0078,-1.3860,0.0243,1.39
97.507187,-0.1442,-1.5168,0.0830,1.53
97.507361,-0.2711,-1.6407,0.0212,1.66
97.512635,-0.3642,-1.6003,0.0448,1.64
97.527153,-0.4824,-1.4016,-0.1704,1.49
97.531518,-0.4619,-1.1074,-0.0419,1.20
97.546586,-0.6135,-0.6776,-0.0173,0.91
97.552217,-0.6605,-0.2293,0.1644,0.72
97.571502,-0.5234,0.0633,0.0996,0.54
97.572739,-0.5174,0.2681,0.0836,0.59
97.586054,-0.7903,0.4559,0.0057,0.91
97.605356,-0.8656,0.5808,-0.0418,1.04
97.605476,-1.0399,0.4897,0.0942,1.15
97.624812,-1.0025,0.3426,0.1150,1.07
97.624911,-1.2067,-0.0058,-0.0131,1.21
97.631961,-1.2139,-0.3310,-0.1925,1.27
97.644117,-1.2688,-0.5816,-0.2449,1.42
97.651543,-1.0728,-0.4854,0.0293,1.18
97.663640,-1.0419,-0.3861,-0.0453,1.11
97.683083,-1.0610,-0.1020,0.1128,1.07
97.683183,-1.0887,0.3539,0.1406,1.15
97.702902,-1.1529,0.3185,0.1001,1.20
97.703009,-0.5365,0.7949,0.1773,0.98
97.721983,-0.5993,0.7623,0.1399,0.98
97.741742,0.0173,0.7878,0.2224,0.82
97.751775,0.4066,1.1098,0.2430,1.21
97.762294,0.4346,1.2775,0.1621,1.36
97.781230,0.1999,1.3428,0.1656,1.37
97.781917,0.0506,1.1651,0.2968,1.20
97.800492,-0.2911,0.6282,0.2399,0.73
97.820239,0.0563,0.1075,-0.0757,0.14
97.839834,0.5749,0.0689,-0.1928,0.61
97.859784,0.7421,0.2282,-0.3585,0.86
97.859959,0.8622,0.2503,-0.1719,0.91
97.871775,0.6594,0.2892,0.0542,0.72
97.882135,0.7933,0.3249,0.4070,0.95
97.899372,0.8876,0.3230,0.7021,1.18
97.902021,-2.5134,4.1366,20.1154,20.69
97.918557,4.3793,-8.5366,-14.0969,17.05
97.937907,-0.4216,-0.5987,-5.5468,5.59
97.938073,0.4842,-0.0302,-0.0167,0.49
97.957488,0.5920,-0.1044,-1.7490,1.85
97.957728,0.0407,0.1588,-0.8446,0.86
97.976797,0.1565,0.7742,1.1614,1.40
97.976961,0.4174,1.1512,1.8209,2.19
97.981654,0.5783,1.4166,1.8530,2.40
97.996047,0.6583,1.5117,1.8016,2.44
98.002016,0.9364,1.2313,1.3333,2.04
98.015532,1.1293,1.0338,0.6556,1.67
98.021502,1.3079,0.8791,0.3723,1.62
98.035070,1.4543,0.7539,0.4105,1.69
98.054913,1.0676,0.7564,0.2853,1.34
98.055107,0.8251,0.7246,0.2006,1.12
98.074394,0.7831,0.7284,0.2801,1.11
98.074620,0.6337,0.7160,0.4930,1.08
98.093764,0.6732,0.7289,0.5082,1.11
98.093933,0.7476,0.4276,0.8005,1.18
98.101346,1.0306,0.0976,0.8479,1.34
98.113850,1.1196,-0.2014,0.6783,1.32
98.120734,1.0457,-0.1921,0.6172,1.23
98.133202,1.1134,0.0573,0.7138,1.32
98.152866,0.9336,0.3470,0.7142,1.23
98.152980,0.9362,0.5839,0.5031,1.21
98.172457,0.9762,0.8926,0.3267,1.36
98.172601,1.1849,1.0238,0.5104,1.65
98.192724,0.8643,0.9744,0.5571,1.42
98.192903,0.3142,0.9148,0.6123,1.14
98.201747,0.3829,0.6609,0.4989,0.91
98.213124,0.3808,0.3318,0.2758,0.58
98.221582,0.3128,0.1954,0.2736,0.46
98.232722,0.0880,0.3877,0.3672,0.54
98.252346,-0.1374,0.5096,0.2324,0.58
98.252566,-0.0659,0.5715,0.1924,0.61
98.271975,0.0963,0.5663,0.1925,0.61
98.272137,0.2561,0.6573,0.0478,0.71
98.291487,0.2679,0.6103,-0.1084,0.68
98.311334,0.2743,0.5634,-0.1764,0.65
98.321387,-0.4011,0.3316,-0.6386,0.82
98.332054,-0.4313,0.3245,-0.6373,0.84
98.350336,-0.5226,0.0814,-0.8636,1.01
98.353663,-0.8056,0.0258,-0.7237,1.08
98.369750,-1.2525,0.0563,-0.5935,1.39
98.371978,-1.5169,-0.1118,-0.5365,1.61
98.389464,-1.7081,-0.2768,-0.4304,1.78
98.409606,-1.9333,-0.5055,-0.7123,2.12
98.409775,-1.9622,-0.6299,-0.6245,2.15
98.428845,-1.9731,-0.7526,-0.5486,2.18
98.429015,-1.9232,-0.7852,-0.4563,2.13
98.431755,-1.8161,-0.7748,-0.3229,2.00
98.450354,-1.8278,-0.7805,-0.3851,2.02
98.452295,-1.7069,-0.7182,-0.3881,1.89
98.469874,-1.8132,-0.6101,-0.5157,1.98
98.471857,-1.8549,-0.4543,-0.5035,1.97
98.489474,-1.7089,-0.4047,-0.3373,1.79
98.509119,-1.5106,-0.3844,-0.1016,1.56
98.509311,-1.1846,-0.5223,0.1148,1.30
98.528778,-0.6458,-0.8086,0.0305,1.04
98.528953,-0.3188,-1.0402,-0.0867,1.09
98.531664,-0.1848,-1.0916,-0.1557,1.12
98.552034,-0.0139,-0.9007,-0.5023,1.03
98.570201,0.0958,-0.7131,-0.5113,0.88
98.571377,0.2827,-0.4034,-0.5085,0.71
98.589717,0.0035,-0.2201,-0.5981,0.64
98.594852,-0.1259,-0.0252,-0.2872,0.31
98.609247,-0.3722,0.2422,0.1520,0.47
98.612299,-0.7727,0.2552,0.1296,0.82
98.621301,-0.5534,0.0971,0.3554,0.66
98.631566,-0.4486,0.0268,0.4479,0.63
98.641032,-0.4675,-0.1660,0.4028,0.64
98.651450,-0.1044,-0.1148,0.3469,0.38
98.668539,0.0596,-0.1235,0.2507,0.29
98.671133,0.3126,0.2617,0.2668,0.49
98.687818,0.3566,0.6768,-0.0563,0.77
98.691699,0.6512,0.7527,-0.0246,1.00
98.707037,0.8373,0.7635,0.1631,1.14
98.726641,0.8470,0.5961,0.4352,1.12
98.745990,0.6483,0.3053,0.4285,0.83
98.751454,0.4704,0.5465,0.4655,0.86
98.765150,0.1559,0.7837,0.6138,1.01
98.771578,0.4541,0.7704,0.6543,1.11
98.784483,0.7754,0.5589,0.4967,1.08
98.791931,1.2277,0.5139,0.5570,1.44
98.803652,1.2100,0.4338,0.3608,1.34
98.823177,1.4879,0.2851,0.4679,1.59
98.823333,1.6184,0.1301,0.4308,1.68
98.842803,1.7618,0.0291,0.2362,1.78
98.842920,1.5760,-0.0811,0.2438,1.60
98.862997,1.5766,-0.1746,0.4300,1.64
98.863166,1.8204,-0.2515,0.6829,1.96
98.872427,1.7069,-0.3580,0.4391,1.80
98.882871,1.6052,-0.2141,0.3735,1.66
98.892160,1.4160,-0.4406,0.2810,1.51
98.902403,1.1279,-0.4166,0.2124,1.22
98.921998,0.7957,-0.1624,0.3304,0.88
98.922196,0.7863,0.0969,-0.1032,0.80
98.941589,0.7824,-0.1058,-0.2143,0.82
98.941756,0.8030,-0.2905,-0.1418,0.87
98.961053,0.4485,-0.1765,-0.3950,0.62
98.981084,0.2991,-0.1860,-0.3799,0.52
98.992200,0.7871,-0.4173,0.1631,0.91
99.001418,0.7127,-0.3722,-0.1680,0.82
99.020573,0.6963,-0.1753,-0.2830,0.77
99.023053,0.7804,0.0350,-0.4671,0.91
99.040159,0.8248,0.3877,-0.3865,0.99
99.041676,0.5558,0.5432,-0.6588,1.02
99.059637,0.7301,0.5998,-0.6677,1.16
99.079025,0.5363,0.6707,-0.3736,0.94
99.079177,-0.2000,0.4297,-0.3041,0.56
99.098744,-0.6826,0.1406,-0.4786,0.85
99.098918,-0.4935,-0.1061,-0.3149,0.59
99.101419,-0.4974,-0.3944,-0.3776,0.74
99.118265,-0.4681,-0.4692,-0.4505,0.80
99.137765,-0.4760,-0.1999,-0.7057,0.87
99.141304,-0.5474,-0.1219,-0.7228,0.91
99.157132,-0.2393,-0.1303,-0.4646,0.54
99.176679,-0.0903,-0.4155,-0.3644,0.56
99.196173,0.0747,-1.0665,-0.4083,1.14
99.216174,-0.2289,-1.1797,-0.4427,1.28
99.216299,-0.4756,-0.8967,-0.4803,1.12
99.222103,-0.6641,-0.5013,-0.5074,0.97
99.236623,-0.8125,-0.4377,-0.3711,0.99
99.240477,-0.7501,-0.5037,-0.4699,1.02
99.254958,-0.6872,-0.8025,-0.3110,1.10
99.274323,-0.8473,-1.0078,-0.2410,1.34
99.274482,-0.9487,-1.0024,-0.3484,1.42
99.293782,-1.0677,-0.8984,-0.3784,1.45
99.293970,-1.0399,-0.5189,-0.3659,1.22
99.313392,-1.0044,-0.0618,-0.3608,1.07
99.313520,-0.9595,0.6058,-0.5165,1.25
99.321517,-0.8172,1.1698,-0.7198,1.60
99.336130,-0.9874,1.5383,-0.7773,1.99
99.340949,-0.9360,1.6224,-0.6273,1.98
99.355655,-0.5507,1.3955,-0.6036,1.62
99.361663,-0.0223,0.9919,-0.5953,1.16
99.375781,-0.0818,0.4560,-0.7913,0.92
99.394968,-0.0161,0.0856,-0.6668,0.67
99.395139,-0.0732,-0.1381,-0.7218,0.74
99.414579,0.3319,0.1895,-0.8970,0.98
99.414686,0.4626,0.6737,-1.0634,1.34
99.422115,0.3103,1.3485,-1.0135,1.72
99.435280,-0.2389,1.3791,-0.9560,1.69
99.441343,-0.5764,0.8233,-0.7043,1.23
99.454988,-0.7307,0.0964,-0.6147,0.96
99.460685,-0.5150,-0.4656,-0.5440,0.88
99.474639,-0.2561,-0.8409,-0.5954,1.06
99.493636,0.1417,-0.8553,-0.4337,0.97
99.493821,0.3040,-0.5668,-0.5295,0.83
99.513383,0.4371,-0.4784,-0.2805,0.71
99.513547,0.9607,-0.3290,0.0181,1.02
99.532953,1.1330,-0.3246,0.0565,1.18
99.533143,1.0155,-0.2302,-0.1040,1.05
99.540902,1.0927,-0.1313,0.0187,1.10
99.552802,1.4515,0.1150,0.0504,1.46
99.561382,1.6754,0.2027,-0.3942,1.73
99.572623,1.9606,0.5367,-0.4422,2.08
99.592096,1.6615,1.0853,-0.3477,2.01
99.592271,1.7146,1.3529,-0.1243,2.19
99.611734,1.4024,1.5026,0.1077,2.06
99.617042,1.1274,1.3941,0.3412,1.83
99.630879,0.9814,1.0915,0.3463,1.51
99.650254,1.0585,0.7412,0.2494,1.32
99.669569,1.6061,0.7082,0.2357,1.77
99.671545,1.5140,1.0809,0.5565,1.94
99.688981,1.0647,1.2864,0.5552,1.76
99.691902,0.9543,1.2722,0.7876,1.77
99.708295,0.6113,1.0399,0.5157,1.31
99.712516,0.9073,0.5348,0.4543,1.15
99.727795,0.8191,0.1857,0.2463,0.88
99.747131,0.5997,0.1457,0.2560,0.67
99.747232,0.8936,0.0425,0.4653,1.01
99.766370,1.1137,0.0953,0.6720,1.30
99.766467,0.7828,0.1856,0.7565,1.10
99.772410,0.8705,0.3656,0.9288,1.32
99.785539,0.8016,0.2754,0.3974,0.94
99.793114,1.1577,0.2573,0.3555,1.24
99.805094,1.3087,0.2768,0.4008,1.40
99.811199,1.1400,0.4899,0.4902,1.33
99.824521,0.9229,1.0993,0.1566,1.44
99.843946,1.0997,1.3811,-0.0999,1.77
99.844048,1.4585,1.3237,-0.2080,1.98
99.864431,1.6695,1.1950,0.0259,2.05
99.864546,1.0865,1.0527,0.3442,1.55
99.884073,1.0542,1.0425,0.3505,1.52
99.884195,0.3484,0.3160,0.1229,0.49
99.903205,-0.0222,0.0841,0.0317,0.09
99.903371,-0.3986,-0.0553,-0.2633,0.48
99.923216,-0.3259,-0.2241,-0.9789,1.06
99.923345,-0.5685,-0.0512,-1.1337,1.27
99.943015,-0.2990,0.1853,-0.2870,0.45
99.943232,-0.3243,0.3034,0.2041,0.49
99.962750,-0.7820,0.6307,-0.4960,1.12
99.962896,-1.3661,0.9486,-1.2415,2.08
99.982453,-1.7955,1.1006,-1.2381,2.44
99.982595,-2.0222,0.9038,-1.2336,2.54
100.001980,-2.0483,0.6620,-0.8985,2.33
100.002200,-1.9810,0.4186,-0.7796,2.17
100.011441,-2.0737,0.0557,-0.7621,2.21
100.022215,-1.9200,-0.5438,-1.2531,2.36
100.041645,-1.5698,-0.5512,-1.3236,2.13
100.041809,-0.5335,-0.6908,1.6139,1.83
100.061067,17.3887,14.5189,6.6246,23.60
100.062150,-3.1598,-3.4685,-22.4172,22.90
100.080349,-7.3205,-1.3785,-5.4357,9.22
100.081727,-5.9173,-1.9581,-3.4743,7.14
100.100086,-3.1055,-1.4826,-1.6546,3.82
100.102407,-1.3258,-1.6541,0.2111,2.13
100.111113,-0.0911,-2.0458,1.6950,2.66
100.121688,-0.2689,-1.3037,1.9719,2.38
100.130764,-0.4660,-0.3641,1.7199,1.82
100.141539,-1.2957,0.3585,1.1734,1.78
100.161057,-1.3117,0.6492,0.8964,1.72
100.161919,-1.0049,0.3862,0.5638,1.22
100.180545,-0.7448,0.0038,0.5274,0.91
100.182234,-0.4635,-0.1020,0.2896,0.56
100.200604,-0.4600,-0.1651,0.0573,0.49
100.201837,-0.2792,-0.2952,-0.2204,0.46
100.211400,-0.3894,-0.3426,-0.3955,0.65
100.222549,-0.3661,-0.2430,-0.3567,0.57
100.230960,-0.1589,-0.0939,-0.1969,0.27
100.242002,0.0183,-0.1021,0.0877,0.14
100.261386,-0.0468,-0.0353,0.3021,0.31
100.262011,-0.2889,0.1883,0.5971,0.69
100.280813,-0.2849,0.4701,0.6728,0.87
100.282257,-0.2094,0.5718,0.9484,1.13
100.300182,-0.2479,0.5383,1.1772,1.32
100.302076,-0.3399,0.4098,1.1303,1.25
100.312618,-0.4510,0.1634,1.0153,1.12
100.322145,-0.2171,-0.0917,1.0741,1.10
100.331613,-0.0607,-0.0664,1.0585,1.06
100.341950,0.1481,0.0580,0.4103,0.44
100.361401,0.2638,0.1847,-0.0409,0.32
100.362001,0.5769,0.4461,0.1526,0.75
100.381427,0.6789,0.7442,0.2335,1.03
100.381569,0.9519,0.8372,0.6802,1.44
100.400726,0.9874,1.0252,0.9090,1.69
100.401472,1.0972,1.1261,0.7189,1.73
100.420340,1.0797,1.1162,0.5300,1.64
100.422561,1.2885,0.9482,0.5130,1.68
100.431685,1.4375,0.4468,0.5747,1.61
100.442083,1.6611,-0.2322,0.6408,1.80
100.459856,1.8646,-0.7039,0.8838,2.18
100.461702,1.7883,-0.7810,0.7406,2.09
100.479324,1.6800,-0.7150,0.4877,1.89
100.482343,1.7098,-0.4915,0.4765,1.84
100.498700,1.7721,-0.3429,0.4411,1.86
100.518581,1.5414,-0.1500,0.6058,1.66
100.518745,1.1092,-0.0706,0.5464,1.24
100.538527,0.9093,-0.1610,0.5727,1.09
100.538747,0.7664,-0.4461,0.5749,1.06
100.541722,1.0212,-0.6774,0.7715,1.45
100.557899,0.8549,-0.1000,0.5547,1.02
100.561461,1.0786,0.0126,0.2505,1.11
100.577242,1.2327,-0.1873,0.1247,1.25
100.580911,1.0106,-0.1146,0.2072,1.04
100.596852,1.1262,-0.1388,0.3657,1.19
100.616337,0.9703,0.0337,0.3270,1.02
100.616525,0.9312,-0.0344,0.2007,0.95
100.624801,1.1229,-0.3476,0.3082,1.22
100.636523,0.9538,-0.3886,0.0042,1.03
100.640865,0.7708,-0.4105,-0.3131,0.93
100.656264,0.6964,-0.3538,-0.3477,0.85
100.660862,0.5516,-0.2760,-0.1700,0.64
100.675295,0.1237,0.3959,-0.3396,0.54
100.681211,-0.3573,1.0303,-0.3764,1.15
100.694685,-0.5801,1.6409,-0.2162,1.75
100.714338,-0.7862,1.8204,-0.2302,2.00
100.714461,-0.7783,1.6485,-0.1735,1.83
100.733457,-0.6455,1.2013,-0.3056,1.40
100.733577,-0.5232,0.5310,-0.5821,0.95
100.752984,-0.2251,-0.1719,-0.6701,0.73
100.753089,-0.2219,-0.5313,-0.7747,0.97
100.772284,-0.1259,-0.9307,-0.5753,1.10
100.772399,-0.0464,-1.0567,-0.4382,1.14
100.780975,0.0728,-0.9922,-0.6326,1.18
100.792301,0.0243,-0.9916,-0.5292,1.12
100.801728,0.0396,-0.7751,-0.2549,0.82
100.811669,-0.1374,-0.7842,-0.1225,0.81
100.830850,-0.3273,-0.8392,-0.2137,0.93
100.832154,-0.5872,-1.0150,-0.3179,1.21
100.850860,-0.5280,-0.9591,-0.2574,1.12
100.870584,-0.6265,-0.9317,-0.3777,1.18
100.890253,-0.8675,-0.3438,-0.5663,1.09
100.910944,-1.0043,0.2325,-0.3831,1.10
100.930209,-0.7865,0.0312,-0.5259,0.95
100.932087,-0.8762,-0.0183,-0.5694,1.05
100.950037,-1.1864,-0.6967,-0.3502,1.42
100.952112,-1.5383,-0.5889,-0.2755,1.67
100.969618,-1.7223,-0.3383,-0.3516,1.79
100.971829,-1.6807,-0.1547,-0.3520,1.72
100.981406,-1.1888,-0.0663,-0.0759,1.19
100.992489,-0.7960,0.0799,-0.1106,0.81
101.002114,-0.4911,0.2316,-0.2024,0.58
101.011762,-0.0113,0.3985,-0.1235,0.42
101.031263,0.3468,0.5818,-0.0006,0.68
101.031456,0.4226,0.7005,-0.0917,0.82
101.050725,0.1955,0.8378,-0.3045,0.91
101.070492,0.1247,0.7909,-0.2389,0.84
101.070649,0.1289,0.6692,-0.2278,0.72
101.090028,0.0803,0.5323,-0.3845,0.66
101.090237,0.2371,0.3465,-0.4906,0.65
101.092683,0.2683,0.2883,-0.6538,0.76
101.101613,0.2365,0.2357,-0.3471,0.48
101.111968,0.3586,0.2148,-0.1764,0.45
101.128919,0.7464,0.1068,-0.1319,0.77
